id_expediente,id_contrato,id_renglon,marco_legal,tipo_proceso,fecha_sancion_normativa,fecha_publicacion_normativa,fecha_inicio_contrato,fecha_fin_contrato,item,descripcion_item,precio_unitario_item,moneda_precio_unitario_item,cantidad_item,unidad_medida_item,monto_total_renglon,monto_total_contrato,moneda_monto_contrato,monto_total_proceso,unidad_ejecutora,organismo_normativa,proveedor_razon_social,proveedor_cuit,URL
EE-2020-01565645-DGCTFS,403.0,3,433/16,gasto,2020-04-24,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,26431.24,26431.24,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre maria silvina,27- 31576455-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517498
EX-2020-9778023-GCABA-HGACD,287.0,1.0,433/16,gasto,2020-04-28,2020-05-04,,,Agujas para fístula arterio-venosapara Hemodiálisis,Agujas para fístula arterio-venosapara Hemodiálisis,,,,,13675.0,13675.0,ARS,13675.0,,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,storing insumos medicos s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516931
EE-2020-10095515-GCABA-HGACD,288.0,1.0,433/16,gasto,2020-04-28,2020-05-04,,,Servicio de validación de cabinas paraseguridad biológica del Laboratorio Central,Servicio de validación de cabinas paraseguridad biológica del Laboratorio Central,,,,,65000.0,65000.0,ARS,65000.0,,HOSPITAL GENERAL DE AGUDOS CARLOS G. DURAND,b&v consultora,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516933
EE-2020-11281904-DGSAM,291.0,1.0,433/16,gasto,2020-04-28,2020-05-08,01-03-2020,31-03-2020,,,,,,,66832.44,66832.44,ARS,66832.44,,DIRECCIÓN GENERAL DE SALUD MENTAL,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517458
EE-2020-11720611-DGSAM,293.0,1.0,433/16,gasto,2020-04-28,2020-05-08,01-03-2020,31-03-2020,Servicio de Acompañante Terapéutico,Servicio de Acompañante Terapéutico,,,,,1283821.0,1283821.0,ARS,1283821.0,,DIRECCIÓN GENERAL DE SALUD MENTAL,asociacion civil lacasona de los barriletes,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517459
EE-2019-37377918-DGABS,294.0,1.0,433/16,gasto,2020-04-28,2020-05-08,,,BOMBA DE INFUSION ,BOMBA DE INFUSION PARA BACLOFENO -intratecal de fármacos programable externa de 40 ml. Tipo Synchromed II - Medtronic.- NNE 9013183,1543521.98,ARS,1.0,u,1543521.98,1543521.98,ARS,1543521.98,,DIRECCIÓN GENERAL HOSPITALES,osvaldo javier cañumir,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517460
EE-2020-01566433-DGCTFS,296.0,1.0,433/16,gasto,2020-04-28,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",,,,,18747.74,18747.74,ARS,34938.97,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,gonzalo cajida,20-18471974-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517500
EE-2020-11520185-DGATP,297.0,1.0,433/16,gasto,2020-04-29,2020-05-08,01-02-2020,31-03-2020,Servicio de traslado ,"Servicio de traslado del personal médico, técnico y administrativo del Cesac 25",,,,,146000.0,146000.0,ARS,146000.0,,DIRECCIÓN GENERAL ATENCIÓN PRIMARIA,luciano anastasia,20-24333387-4,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517457
EE-2020-11145386-MSGC,298.0,1.0,433/16,gasto,2020-04-29,2020-05-08,01-03-2020,31-03-2020,Servicio de Limpieza General e Integral,Servicio de Limpieza General e Integral,,,,,474530.0,474530.0,ARS,474530.0,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517467
EE-2018-06915973-DGPLO,299.0,1.0,433/16,gasto,2020-04-29,2020-05-08,01-02-2020,29-02-2020,SERVICIO DETOMOGRAFÍA POR EMISION DE POSITRONES- PET-,SERVICIO DETOMOGRAFÍA POR EMISION DE POSITRONES- PET-,,,,,775874.0,775874.0,ARS,775874.0,,DIRECCION GENERAL PLANIFICACION OPERATIVA,fundacion centro diagnostico nuclear,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517504
EE-2020-11307034-DGATP,302.0,1.0,433/16,gasto,2020-04-30,2020-05-05,01-03-2020,31-03-2020,servicio de provisiónde medicamentos,servicio de provisiónde medicamentos a las víctimas de la tragedia de Cromañón y sus familiares ,,,,,,2664185.14,ARS,2664185.14,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517083
EE-2020-11307034-DGATP,302.0,2.0,433/16,gasto,2020-04-30,2020-05-05,01-03-2020,31-03-2020,servicio de provisiónde medicamentos,servicio de provisión de medicamentos a pacientes del Programa Incluir Salud,,,,,,2664185.14,ARS,2664185.14,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,asociacion propietarios defarmacias argentinas (asofar),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517083
EX-2020-10765744-MGEYA-HGNRG,303.0,1.0,433/16,gasto,2020-04-30,2020-05-06,,,oligonucleotidos,oligonucleotidos,,,,,24353.24,24353.24,ARS,24353.24,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,biodynamics s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517159
2020-08883266-GCABA-DGABS,304.0,1.0,433/16,gasto,2020-04-30,2020-05-06,,,BRENTUXIMAB 50mg,BRENTUXIMAB 50mg. - NNE 9113896 ,,ARS,4.0,ampollas,1270698.16,1270698.16,ARS,1270698.16,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,drogueria disval s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517194
EE-2020-7936747-GCABA-DGABS,305.0,1.0,433/16,gasto,2020-04-30,2020-05-08,,,Set de administración enteral,"EQUIPOS
PARA ALIMENTACION ENTERAL. Set de administración enteral. Modelo: Para
bomba KANGAROO EPUMP con bolsa de 1000 cm3",,ARS,180.0,u,83160.0,83160.0,ARS,83160.0,,DIRECCION GENERAL LEGAL Y TECNICA,rubifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517454
2020-11527334-GCABA-HGAPP,306.0,1.0,433/16,gasto,2020-04-30,2020-05-12,,,inmunoensayo cromatografico,inmunoensayocromatografico para detección cualitativa del antígeno de Streptococcus del grupo Aen hisopado de garganta (fauces) Caja x 25 determinaciones(tiras),,,10.0,u,12281.5,12281.5,ARS,12281.5,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,montebio s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517743
15468272-2017-MGEYA-SSAPAC,308.0,1.0,433/16,gasto,2020-05-04,2020-05-07,01-04-2020,30-04-2020,Servicio deTraslado jornada simple,Servicio deTraslado de los Técnicos de Laboratorio,4000.0,ARS,,,,336000.0,ARS,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517293
15468272-2017-MGEYA-SSAPAC,308.0,2.0,433/16,gasto,2020-05-04,2020-05-07,01-04-2020,30-04-2020,Servicio deTraslado jornada extendida,Servicio deTraslado de los Técnicos de Laboratorio,6000.0,ARS,,,,336000.0,ARs,1280000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517293
EX-2020-10765852-MGEYA-HGNRG,313.0,1.0,433/16,gasto,2020-05-06,2020-05-08,,,trocar,trocar,3550.0,ARS,1.0,u,3550.0,3550.0,ARS,3550.0,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,drogueria martorani s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517479
EX-2020-10765918-MGEYA-HGNRG,321.0,1.0,433/16,gasto,2020-05-12,2020-05-15,,,servicio de reparación integral de autoclave ,servicio de reparación integral de autoclave ,,,,,36300.0,36300.0,ARS,36300.0,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,cecar esterilizacion s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518008
EX-2018-32898290--MGEYA-DGCTFS,322.0,1.0,433/16,gasto,2020-04-23,2020-05-08,01-01-2020,31-01-2020,Servicio de Acompañante Terapéutico,Servicio de Acompañante Terapéutico para varios pacientes,,,,,946946.0,946946.0,ARS,946946.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517494
2019-15784415-DGCTFS,323.0,1.0,433/16,gasto,2020-04-28,2020-05-04,01-01-2020,31-01-2020,Sesion de Hemodiálisis Crónica (HDC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",5022.0,ARS,1.0,sesión,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
2019-15784415-DGCTFS,323.0,2.0,433/16,gasto,2020-04-28,2020-05-04,01-01-2020,31-01-2020,Diálisis Peritoneal Ambulatoria Continua (DPAC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",72540.0,ARS,1.0,mes,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
2019-15784415-DGCTFS,323.0,3.0,433/16,gasto,2020-04-28,2020-05-04,01-01-2020,31-01-2020,Traslado,"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",27.9,ARS,,km,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
2019-15784415-DGCTFS,323.0,4.0,433/16,gasto,2020-04-28,2020-05-04,01-02-2020,29-02-2020,Sesion de Hemodiálisis Crónica (HDC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",5022.0,ARS,1.0,sesión,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
2019-15784415-DGCTFS,323.0,5.0,433/16,gasto,2020-04-28,2020-05-04,01-02-2020,29-02-2020,Diálisis Peritoneal Ambulatoria Continua (DPAC),"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",72540.0,ARS,1.0,mes,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
2019-15784415-DGCTFS,323.0,6.0,433/16,gasto,2020-04-28,2020-05-04,01-02-2020,29-02-2020,Traslado,"""Servicio de Diálisis para pacientesINCLUIR SALUD, cápita CABA""",27.9,ARS,,km,,5483103.3,ARS,8436150.9,,MINISTERIO DE SALUD,fresenius medical care argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517026
EE-2019-37051698-DGCTFS,324.0,1.0,433/16,gasto,2020-04-28,2020-05-08,01-01-2020,29-02-2020,Servicio de Traslados en Ambulancia,Servicio de Traslados en Ambulancia,,,,,,202800.24,ARS,310438.24,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,sygma servicios integrales s.a,30-70728583-0,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517540
EE-2020-11149040-MSGC,325.0,1.0,433/16,gasto,2020-04-29,2020-05-08,01-03-2020,31-03-2020,Servicio de Limpieza General Integral ,Servicio de Limpieza General Integral de Talleres Protegidos de RehabilitaciónPsiquiátrica,,,,,439306.0,439306.0,ARS,439306.0,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517468
25982766-GCABA-SSAH-2019,326.0,1.0,433/16,gasto,2020-05-06,2020-05-11,01-02-2020,29-02-2020,servicio de atención médica con alojamiento,servicio de atención médica con alojamiento,48000.0,ARS,1.0,paciente,48000.0,48000.0,ARS,96000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517651
12668354/HGAT/20,327.0,1.0,433/16,gasto,2020-05-09,2020-05-15,,,paracetamol,,,,,,,240400.0,ARS,240400.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518012
12668354/HGAT/20,327.0,2.0,433/16,gasto,2020-05-09,2020-05-15,,,amoxicilina +sulbactam,,,,,,,240400.0,ARS,240400.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518012
12668354/HGAT/20,327.0,3.0,433/16,gasto,2020-05-09,2020-05-15,,,divalproato sódico,,,,,,,240400.0,ARS,240400.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518012
12668354/HGAT/20,327.0,4.0,433/16,gasto,2020-05-09,2020-05-15,,,heparina sódica,,,,,,,240400.0,ARS,240400.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518012
EX-2020-10019765-GCABA-HEPTA,328.0,1.0,433/16,gasto,2020-05-11,2020-05-21,,,Aripiprazol de 10 mg,Aripiprazol de 10 mg Cód. ítem: 9107406,,,,,51840.0,51840.0,ARS,51840.0,,HOSPITAL DE EMERGENCIAS PSIQUIÁTRICAS TORCUATO DE ALVEAR,quimica ariston s.ai.c.,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518406
13039964/GCABA/SSJUS/2020,329.0,1.0,433/16,gasto,2020-05-12,2020-05-19,01-03-2020,30-04-2020,Servicio de limpieza y fumigación,Servicio de limpieza y fumigacióndel Centro de Alojamiento Provisorio de Contraventores,,,,,278000.0,278000.0,ARS,278000.0,,SUBSECRETARIA DE JUSTICIA,eulo s.r.l,33-71482819-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518307
12744284/HGAT/20,330.0,1.0,433/16,gasto,2020-05-13,2020-05-21,,,hidrocortisona 10 mg,hidrocortisona 10 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,antiguasan roque s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,330.0,2.0,433/16,gasto,2020-05-13,2020-05-21,,,hierrosulfato 525 mg,hierrosulfato 525 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,antiguasan roque s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,330.0,3.0,433/16,gasto,2020-05-13,2020-05-21,,,finasteride 5 mg,finasteride 5 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,antiguasan roque s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,330.0,4.0,433/16,gasto,2020-05-13,2020-05-21,,,cefalotina 1000,cefalotina 1000,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,antiguasan roque s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,407.0,5,433/16,gasto,2020-05-13,2020-05-21,,,hidrocortisona 10 mg,hidrocortisona 10 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,407.0,6,433/16,gasto,2020-05-13,2020-05-21,,,hierrosulfato 525 mg,hierrosulfato 525 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,407.0,7,433/16,gasto,2020-05-13,2020-05-21,,,finasteride 5 mg,finasteride 5 mg,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
12744284/HGAT/20,407.0,8,433/16,gasto,2020-05-13,2020-05-21,,,cefalotina 1000,cefalotina 1000,,,,,,,ARS,2313360.0,,HOSPITAL GENERAL DE AGUDOS TORNU,alpha medical group s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518426
2020-13326774-GCABA-HNJTB,331.0,1.0,433/16,gasto,2020-05-15,2020-05-20,,,oxímetros de pulso,oxímetros de pulso,,ARS,6.0,u,23880.0,23880.0,ARS,23880.0,,HOSPITAL NEUROPSIQUIÁTRICO JOSÉ TIBURCIO BORDA,drogueria martorani s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518357
EE-2020-12395825-MSGC,332.0,1.0,433/16,gasto,2020-05-15,2020-05-26,01-01-2020,31-01-2020,Limpieza Integral de Áreas Verdes,"Limpieza Integral de Áreas Verdes en el Hospital de Salud Mental ""José T.Borda""",,,,,1064856.0,1064856.0,ARS,1064856.0,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,logistical s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518640
EE-2020-12942820-MSGC,333.0,1.0,433/16,gasto,2020-05-15,2020-05-26,01-03-2020,31-03-2020,Servicio de Limpieza,Servicio de Limpieza en el Hospital Oftalmológico Dr. Pedro Lagleyze,,ARS,,,586574.94,586574.94,ARS,586574.94,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,manila s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518641
EE-2020-12156612-MSGC,334.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,"Limpieza Integral de Áreas Verdes en el Hospital de Salud Mental ""José T.Borda""","Limpieza Integral de Áreas Verdes en el Hospital de Salud Mental ""José T.Borda""",,ARS,,,1064856.0,1064856.0,ARS,1064856.0,,DIRECCIÓN GENERAL HOSPITALES,logistical s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518634
EE-2020-13230452-MSGC,335.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-04-2020,30-04-2020,Servicio de Limpieza General Integral ,Servicio de Limpieza General Integral de Talleres Protegidos de RehabilitaciónPsiquiátrica,,,,,439306.0,439306.0,ARS,439306.0,,DIRECCIÓN GENERAL DE SALUD MENTAL,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518635
EE-2019-16078123-DGCTFS,336.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,31-03-2020,Servicio de Cuidador Domiciliario,"Servicio de Cuidador Domiciliario, para pacientesbeneficiarios del Programa Incluir Salud",100.0,ARS,,hora,1266600.0,1266600.0,ARS,3237800.0,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518644
EE-2018-32898290-DGCTFS,337.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,31-03-2020,Servicio de Acompañante Terapéutico ,Servicio de Acompañante Terapéutico para variospacientes,301.0,ARS,4513.0,hora,1358413.0,1358413.0,ARS,2360141.0,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518649
EE-2019-26134384-DGCTFS,338.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,31-03-2020,Servicio de residencia Asistida en Rehabilitación Psicosocial,"Servicio de residencia Asistida enRehabilitación Psicosocial, beneficiarios INCLUIR SALUD, cápita CABA",,,,,1255550.4,1255550.4,ARS,2611079.81,,DIRECCIÓN GENERAL ADMINISTRATIVA CONTABLE Y PRESUPUESTO,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518650
EE-2019-26453559-DGCTFS,339.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-01-2020,Residencia para Adultos Mayores,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita CABA",36896.0,ARS,,,,1662086.0,ARS,2007251.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,avril s.r.l (centro geriatricobelgrano),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518672
EE-2019-26453559-DGCTFS,339.0,2.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-01-2020,Residencia para Adultos Mayores con Asistencia Psicogeriátrica,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita CABA",42414.0,ARS,,,,1662086.0,ARS,2007251.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,avril s.r.l (centro geriatricobelgrano),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518672
EE-2019-26453559-DGCTFS,339.0,3.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-03-2020,Residencia para Adultos Mayores,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita CABA",38883.0,ARS,,,,1662086.0,ARS,2007251.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,avril s.r.l (centro geriatricobelgrano),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518672
EE-2019-26453559-DGCTFS,339.0,4.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-03-2020,Residencia para Adultos Mayores con Asistencia Psicogeriátrica,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita CABA",44698.0,ARS,,,,1662086.0,ARS,2007251.0,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,avril s.r.l (centro geriatricobelgrano),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518672
EE-2020-01565645-DGCTFS,340.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS para pacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,29169.36,29169.36,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre federico,20-38258142-4,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518673
EE-2020-01565645-DGCTFS,400.0,2,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS para pacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,7543.8,7543.8,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre nicolas,23-34257865-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518673
EE-2020-01565645-DGCTFS,401.0,3,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS para pacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,15590.52,15590.52,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre maria silvina,27-31576455-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518673
EE-2020-01566199-DGCTFS,341.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS para pacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,8046.72,8046.72,ARS,33807.4,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,victor gabriel taverna,20-14120424-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518674
EE-2019-16988322-DGCTFS,342.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-04-2020,30-04-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS para pacientes INCLUIR SALUD, cápita CABA",,,,,35176.46,35176.46,ARS,713808.8799999999,,DIRECCION GENERAL PLANIFICACION OPERATIVA,remises capital-logistica y traslados ag. hab 1641 gcba,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518677
EE-2020-03513295-DGCTFS,343.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-02-2020,29-02-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,129753.36,129753.36,ARS,272694.39999999997,,DIRECCION GENERAL PLANIFICACION OPERATIVA,altaha s.r.l,33-71465485-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518678
EE-2020-06950402-DGCTFS,344.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-03-2020,31-03-2020,Servicio de residencia Asistida en Rehabilitación Psicosocial,"Servicio de residencia Asistida en Rehabilitación Psicosocial, beneficiarios INCLUIR
SALUD, cápita CABA",87500.0,ARS,2.0,paciente,175000.0,175000.0,ARS,399583.32999999996,,DIRECCION GENERAL PLANIFICACION OPERATIVA,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518679
EE-2019-25861764-DGCTFS,345.0,1.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-01-2020,Residencia para Adultos Mayores,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita
CABA",36896.0,ARS,,paciente,,577242.0,ARS,1028337.0,,DIRECCION GENERAL PLANIFICACION OPERATIVA,instituto geriatrico argentino,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518680
EE-2019-25861764-DGCTFS,345.0,2.0,433/16,gasto,2020-05-18,2020-05-26,01-01-2020,31-01-2020,Residencia para Adultos Mayores con Asistencia Psicogeriátrica,"Servicio de residencia para adultos mayores, beneficiarios INLUIR SALUD, cápita
CABA",42414.0,ARS,,paciente,,577242.0,ARS,1028337.0,,DIRECCION GENERAL PLANIFICACION OPERATIVA,instituto geriatrico argentino,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518680
13785089-GCABA-ASINF-2020,346.0,1.0,433/16,gasto,2020-05-19,2020-05-27,,,impresora,"Provisión de impresoras para las UFUs(Unidades Febriles de Urgencia) con su correspondiente servicio de impresión,mantenimiento preventivo y correctivo, soporte técnico y logística",,,79.0,u,,1146510.0,ARS,1146510.0,,DIRECCIÓN GENERAL DE INFRAESTRUCTURA - ASINF,datastar argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/518778
